"Month","Day","Year","Date","Victims_Killed","Victims_Wounded","Number_Victims","Media_Attention","Quarter","State","School_Level","During_School","Time_Period","Age","Weapon_Type","AgeGroup"
2,3,1993,"2/3/1993",0,1,1,"Local","Winter","SC","High School","Yes","Evening",NA,"Handgun",NA
2,3,1993,"2/3/1993",0,1,1,"Regional","Winter","SC","High School","Yes",NA,"22","Handgun","Adult"
2,1,1993,"2/1/1993",1,1,2,NA,"Winter","NY","High School","Yes","Afternoon Classes","17","Handgun","Teen"
1,21,1993,"1/21/1993",1,1,2,NA,"Winter","CA","High School","Yes",NA,"Teen","Handgun","Teen"
1,18,1993,"1/18/1993",2,0,2,NA,"Winter","KY","High School","Yes","Afternoon Classes","17","Handgun","Teen"
1,12,1993,"1/12/1993",1,0,1,NA,"Winter","FL","High School","Yes","After School","Teen","Handgun","Teen"
1,8,1993,"1/8/1993",0,1,1,"National","Winter","PA","High School","Yes","Morning Classes",NA,"Handgun",NA
12,14,1992,"12/14/1992",0,1,1,NA,"Winter","NY","High School","Yes","Morning Classes","15","Handgun","Teen"
12,3,1992,"12/3/1992",1,1,2,NA,"Winter","IL","High School","No","Sport Event","23","Handgun","Adult"
12,3,1992,"12/3/1992",1,1,2,NA,"Winter","IL","High School","No","Sport Event","Adult","Handgun","Adult"
11,30,1992,"11/30/1992",0,1,1,NA,"Fall","IL","High School","Yes","Dismissal","17","Handgun","Teen"
11,24,1992,"11/24/1992",0,1,1,NA,"Fall","AL","High School","Yes",NA,"18","Handgun","Teen"
11,20,1992,"11/20/1992",1,2,3,NA,"Fall","IL","High School","Yes","Morning Classes","15","Handgun","Teen"
11,16,1992,"11/16/1992",1,0,1,NA,"Fall","AL","High School","Yes",NA,"Teen","Handgun","Teen"
11,13,1992,"11/13/1992",1,0,1,NA,"Fall","TX","High School","Yes","Afternoon Classes","39","Handgun","Adult"
11,10,1992,"11/10/1992",0,0,0,NA,"Fall","IL","Elementary","Yes",NA,"13","Handgun","Teen"
11,4,1992,"11/4/1992",0,3,3,NA,"Fall","MI","High School","Yes","Afternoon Classes","14","Handgun","Teen"
11,4,1992,"11/4/1992",0,3,3,NA,"Fall","MI","High School","Yes","Afternoon Classes","14","Handgun","Teen"
11,4,1992,"11/4/1992",0,3,3,NA,"Fall","MI","High School","Yes","Afternoon Classes","13","Handgun","Teen"
10,19,1992,"10/19/1992",0,3,3,NA,"Fall","NY","High School","Yes","Afternoon Classes",NA,"Rifle",NA
10,13,1992,"10/13/1992",1,0,1,NA,"Fall","AZ","High School","Yes","Dismissal","20","Handgun","Adult"
9,30,1992,"9/30/1992",1,0,1,"Regional","Fall","CA","High School","No","After School","Teen","Handgun","Teen"
9,30,1992,"9/30/1992",1,1,2,NA,"Fall","TX","Elementary","No","Night","15","Shotgun","Teen"
9,28,1992,"9/28/1992",0,2,2,NA,"Fall","CA","High School","Yes","Dismissal","18","Handgun","Teen"
9,28,1992,"9/28/1992",0,2,2,NA,"Fall","CA","High School","Yes","Dismissal","19","Handgun","Adult"
9,28,1992,"9/28/1992",0,2,2,NA,"Fall","CA","High School","Yes","Dismissal","20","Handgun","Adult"
9,11,1992,"9/11/1992",0,7,7,NA,"Fall","TX","High School","Yes","Morning Classes","17","Handgun","Teen"
6,6,1992,"6/6/1992",0,1,1,NA,"Summer","CA","High School","No","School Event","17","Handgun","Teen"
5,30,1992,"5/30/1992",1,4,5,"Local","Spring","DC","High School","No","School Event",NA,"Handgun",NA
5,14,1992,"5/14/1992",0,2,2,NA,"Spring","CA","Junior High","Yes","Morning Classes","14","Handgun","Teen"
5,14,1992,"5/14/1992",0,1,1,NA,"Spring","TX","Junior High","Yes","School Start","14","Handgun","Teen"
5,1,1992,"5/1/1992",4,10,14,NA,"Spring","CA","High School","Yes","Afternoon Classes","20","Rifle","Adult"
5,1,1992,"5/1/1992",4,10,14,NA,"Spring","CA","High School","Yes","Afternoon Classes","20","Shotgun","Adult"
4,9,1992,"4/9/1992",0,1,1,NA,"Spring","FL","High School","Yes","Morning Classes","16","Handgun","Teen"
3,31,1992,"3/31/1992",1,0,1,NA,"Spring","LA","High School","Yes","Morning Classes","15","Handgun","Teen"
3,5,1992,"3/5/1992",0,1,1,NA,"Spring","OH","Middle school","Yes","Lunch","12","Handgun","Teen"
2,26,1992,"2/26/1992",2,0,2,NA,"Winter","NY","High School","Yes","Morning Classes","15","Handgun","Teen"
2,7,1992,"2/7/1992",1,1,2,NA,"Winter","VA","High School","Yes","Lunch",NA,"Handgun",NA
1,31,1992,"1/31/1992",0,1,1,NA,"Winter","LA","Junior High","Yes","Afternoon Classes","Teen","Handgun","Teen"
1,28,1992,"1/28/1992",0,1,1,NA,"Winter","LA","Junior High",NA,NA,"Teen","Handgun","Teen"
1,17,1992,"1/17/1992",0,1,1,"Regional","Winter","SC","High School","Yes","Lunch","16","Handgun","Teen"
12,26,1991,"12/26/1991",0,2,2,NA,"Winter","NC","High School","No","Sport Event","18","Handgun","Teen"
11,25,1991,"11/25/1991",1,1,2,NA,"Fall","NY","High School","Yes","Morning Classes","14","Handgun","Teen"
11,14,1991,"11/14/1991",0,1,1,NA,"Fall","TX","High School","Yes","Lunch","16","Handgun","Teen"
11,11,1991,"11/11/1991",1,1,2,NA,"Fall","TX","High School","Yes","After School","19","Handgun","Adult"
11,11,1991,"11/11/1991",1,1,2,NA,"Fall","TX","High School","Yes","After School","17","Handgun","Teen"
11,11,1991,"11/11/1991",1,1,2,NA,"Fall","TX","High School","Yes","After School","18","Handgun","Teen"
11,11,1991,"11/11/1991",1,1,2,NA,"Fall","TX","High School","Yes","After School","17","Handgun","Teen"
11,6,1991,"11/6/1991",1,1,2,NA,"Fall","LA","High School","No","After School","18","Handgun","Teen"
10,23,1991,"10/23/1991",1,0,1,NA,"Fall","TX","High School","Yes","School Start","18","Handgun","Teen"
10,15,1991,"10/15/1991",0,1,1,NA,"Fall","TX","Elementary","Yes","Afternoon Classes","13","Rifle","Teen"
10,15,1991,"10/15/1991",0,0,0,NA,"Fall","SC","High School","Yes","Lunch","15","Handgun","Teen"
10,15,1991,"10/15/1991",0,2,2,NA,"Fall","NH","High School","Yes","Morning Classes","16","Rifle","Teen"
10,11,1991,"10/11/1991",0,1,1,"National","Fall","MA","High School","Yes","After School","18","Handgun","Teen"
10,9,1991,"10/9/1991",1,0,1,NA,"Fall","NY","High School","Yes","Morning Classes",NA,"Handgun",NA
10,4,1991,"10/4/1991",0,0,0,NA,"Fall","CA","High School","No","Sport Event",NA,"Handgun",NA
10,4,1991,"10/4/1991",0,2,2,NA,"Fall","CA","High School","No","Sport Event",NA,"Handgun",NA
10,2,1991,"10/2/1991",0,1,1,NA,"Fall","TX","High School","No","Before School","16","Handgun","Teen"
9,18,1991,"9/18/1991",1,0,1,NA,"Fall","TX","High School","Yes","School Start","15","Handgun","Teen"
9,17,1991,"9/17/1991",0,1,1,NA,"Fall","IL","High School","No","After School","14","Handgun","Teen"
9,13,1991,"9/13/1991",1,0,1,NA,"Fall","TX","High School","No","Sport Event",NA,"Handgun",NA
7,30,1991,"7/30/1991",0,1,1,NA,"Summer","CA","Middle school","Yes","Afternoon Classes",NA,"Handgun",NA
7,22,1991,"7/22/1991",0,1,1,NA,"Summer","CA","High School","Yes","Morning Classes",NA,"Handgun",NA
5,21,1991,"5/21/1991",1,0,1,NA,"Spring","CA","Junior High","No","After School","20","Handgun","Adult"
5,16,1991,"5/16/1991",0,2,2,NA,"Spring","KS","Middle school","Yes",NA,"13","Rifle","Teen"
5,10,1991,"5/10/1991",1,0,1,NA,"Spring","OH","Middle school","No","After School","15","Handgun","Teen"
4,23,1991,"4/23/1991",0,1,1,NA,"Spring","MS","High School","Yes","Afternoon Classes","16","Handgun","Teen"
4,11,1991,"4/11/1991",0,0,0,NA,"Spring","SC","High School","Yes","School Start","18","Handgun","Teen"
3,13,1991,"3/13/1991",0,2,2,NA,"Spring","AL","High School","Yes","Morning Classes","15","Handgun","Teen"
2,19,1991,"2/19/1991",1,1,2,"Local","Winter","LA","High School","Yes","Lunch","20","Handgun","Adult"
1,17,1991,"1/17/1991",0,1,1,NA,"Winter","TX","Middle school","No","Before School",NA,"Handgun",NA
1,17,1991,"1/17/1991",0,1,1,NA,"Winter","TX","Middle school","No","Before School",NA,"Handgun",NA
1,8,1991,"1/8/1991",0,0,0,NA,"Winter","TX","High School","Yes","Morning Classes","15","Handgun","Teen"
11,10,1990,"11/10/1990",0,1,1,"Regional","Fall","TX","High School","No","Sport Event",NA,"Handgun",NA
10,30,1990,"10/30/1990",0,1,1,NA,"Fall","TX","High School","No","Morning Classes","32","Handgun","Adult"
10,29,1990,"10/29/1990",0,0,0,"Local","Fall","IN","High School","Yes","Morning Classes","18","Handgun","Teen"
10,2,1990,"10/2/1990",0,1,1,NA,"Fall","TX","High School","No","After School","Adult","Handgun","Adult"
9,22,1990,"9/22/1990",0,2,2,NA,"Fall","AL","High School","No","Sport Event",NA,"Handgun",NA
9,11,1990,"9/11/1990",0,3,3,NA,"Fall","TX","High School","Yes","Lunch",NA,"Handgun",NA
9,6,1990,"9/6/1990",0,0,0,"National","Fall","GA","6th-12th","Yes","Morning Classes","16","Rifle","Teen"
9,6,1990,"9/6/1990",0,0,0,"National","Fall","GA","6th-12th","Yes","Morning Classes","16","Shotgun","Teen"
9,6,1990,"9/6/1990",0,0,0,"National","Fall","GA","6th-12th","Yes","Morning Classes","16","Handgun","Teen"
8,27,1990,"8/27/1990",1,0,1,NA,"Summer","NV","High School","Yes","Before School","15","Handgun","Teen"
8,27,1990,"8/27/1990",0,0,0,NA,"Summer","TX","High School","Yes","Morning Classes",NA,"Handgun",NA
8,24,1990,"8/24/1990",1,0,1,NA,"Summer","NC","High School","No","Sport Event",NA,"Handgun",NA
5,31,1990,"5/31/1990",0,2,2,NA,"Spring","TX","Elementary","Yes","Morning Classes","16","Handgun","Teen"
5,4,1990,"5/4/1990",1,1,2,NA,"Spring","CA","High School","Yes",NA,"17","Handgun","Teen"
4,3,1990,"4/3/1990",0,1,1,NA,"Spring","TX","High School","Yes",NA,"18","Handgun","Teen"
3,27,1990,"3/27/1990",0,1,1,NA,"Spring","NY","High School","Yes","Morning Classes","Teen","Handgun","Teen"
2,20,1990,"2/20/1990",1,0,1,NA,"Winter","OH","High School","No","Dismissal","17","Handgun","Teen"
12,12,1989,"12/12/1989",0,1,1,NA,"Winter","SC","High School","Yes","Dismissal","21","Handgun","Adult"
12,5,1989,"12/5/1989",0,1,1,"Local","Winter","PA","High School","No","Before School","16","Handgun","Teen"
12,5,1989,"12/5/1989",0,1,1,NA,"Winter","TX","High School","Yes","Morning Classes","18","Handgun","Teen"
11,22,1989,"11/22/1989",1,0,1,NA,"Fall","CA","High School","No","After School","19","Handgun","Adult"
11,15,1989,"11/15/1989",0,1,1,NA,"Fall","TX","Junior High","Yes","Dismissal","13","Handgun","Teen"
11,13,1989,"11/13/1989",1,0,1,NA,"Fall","NY","High School","Yes","Afternoon Classes","15","Handgun","Teen"
10,31,1989,"10/31/1989",0,1,1,NA,"Fall","TX","Middle school","Yes","School Start","14","Other","Teen"
10,5,1989,"10/5/1989",0,1,1,NA,"Fall","CA","High School","Yes","Morning Classes","15","Handgun","Teen"
10,5,1989,"10/5/1989",0,1,1,NA,"Fall","CA","High School","Yes","Morning Classes","15","Shotgun","Teen"
9,18,1989,"9/18/1989",0,0,0,NA,"Fall","KY","High School","Yes",NA,"17","Shotgun","Teen"
9,11,1989,"9/11/1989",1,0,1,NA,"Fall","AZ","High School","Yes","Before School",NA,"Handgun",NA
9,1,1989,"9/1/1989",0,2,2,"National","Fall","VA","High School","No","Sport Event","19","Multiple Handguns","Adult"
9,1,1989,"9/1/1989",0,2,2,"National","Fall","VA","High School","No","Sport Event","18","Multiple Handguns","Teen"
4,26,1989,"4/26/1989",0,1,1,NA,"Spring","TX","High School","Yes","School Start","18","Handgun","Teen"
3,3,1989,"3/3/1989",1,0,1,NA,"Spring","IN","High School","Yes","Lunch","16","Handgun","Teen"
2,10,1989,"2/10/1989",0,0,0,NA,"Winter","UT","Junior High","Yes",NA,"12","Handgun","Teen"
1,26,1989,"1/26/1989",0,4,4,NA,"Winter","DC","High School","Yes","Dismissal","16","Handgun","Teen"
1,26,1989,"1/26/1989",0,4,4,NA,"Winter","DC","High School","Yes","Dismissal","18","Handgun","Teen"
1,17,1989,"1/17/1989",5,30,35,"National","Winter","CA","Elementary","Yes",NA,"24","Handgun","Adult"
1,17,1989,"1/17/1989",5,30,35,"National","Winter","CA","Elementary","Yes",NA,"24","Rifle","Adult"
1,5,1989,"1/5/1989",1,0,1,NA,"Winter","AR","Middle school","Yes","School Start","19","Handgun","Adult"
12,16,1988,"12/16/1988",1,1,2,"National","Winter","VA","K-12th","Yes","Morning Classes","16","Handgun","Teen"
11,22,1988,"11/22/1988",0,1,1,NA,"Fall","TX","High School","Yes","Morning Classes","16","Handgun","Teen"
11,7,1988,"11/7/1988",0,1,1,NA,"Fall","UT","Middle school","Yes",NA,"14","Handgun","Teen"
11,1,1988,"11/1/1988",0,0,0,NA,"Fall","FL","High School","Yes",NA,"15","Handgun","Teen"
10,7,1988,"10/7/1988",0,1,1,NA,"Fall","TX","Elementary","Yes","Before School","10","Handgun","Child"
10,7,1988,"10/7/1988",0,1,1,NA,"Fall","MD","High School","Yes",NA,"17","Handgun","Teen"
10,6,1988,"10/6/1988",0,1,1,NA,"Fall","AL","Elementary","Yes",NA,"29","Handgun","Adult"
10,5,1988,"10/5/1988",0,1,1,NA,"Fall","MD","High School","Yes","Lunch","17","Handgun","Teen"
10,4,1988,"10/4/1988",0,5,5,NA,"Fall","FL","Junior High","No","Sport Event",NA,"Handgun",NA
10,3,1988,"10/3/1988",0,1,1,"Local","Fall","FL","Elementary","Yes","Morning Classes",NA,"Rifle",NA
9,26,1988,"9/26/1988",2,9,11,"National","Fall","SC","Elementary","Yes","Lunch","19","Handgun","Adult"
9,22,1988,"9/22/1988",4,2,6,NA,"Fall","IL","Elementary","Yes","Morning Classes","40","Handgun","Adult"
9,3,1988,"9/3/1988",0,2,2,NA,"Fall","TX","High School","No","School Event","Teen","Handgun","Teen"
9,3,1988,"9/3/1988",0,2,2,NA,"Fall","TX","High School","No","School Event","Teen","Handgun","Teen"
9,3,1988,"9/3/1988",0,2,2,NA,"Fall","TX","High School","No","School Event","Teen","Handgun","Teen"
9,3,1988,"9/3/1988",0,2,2,NA,"Fall","TX","High School","No","School Event","Teen","Handgun","Teen"
9,2,1988,"9/2/1988",0,4,4,"National","Fall","NC","High School","No","Sport Event","16","Handgun","Teen"
9,2,1988,"9/2/1988",0,2,2,"National","Fall","GA","High School","No","Sport Event",NA,"Handgun",NA
8,31,1988,"8/31/1988",0,1,1,NA,"Summer","MI","High School","Yes","Morning Classes","16","Multiple Handguns","Teen"
8,31,1988,"8/31/1988",0,1,1,NA,"Summer","MI","High School","Yes","Morning Classes","17","Multiple Handguns","Teen"
8,31,1988,"8/31/1988",1,0,1,NA,"Summer","SC","Elementary","Yes","Night","20","Handgun","Adult"
7,11,1988,"7/11/1988",0,1,1,NA,"Summer","MS","High School","Yes","Morning Classes","17","Handgun","Teen"
7,10,1988,"7/10/1988",0,1,1,"Local","Summer","WI","Elementary","No","Evening","28","Other","Adult"
6,30,1988,"6/30/1988",0,1,1,NA,"Summer","HI","High School","Yes","Morning Classes","18","Handgun","Teen"
6,17,1988,"6/17/1988",0,1,1,NA,"Summer","MI","Middle school","Yes","Morning Classes","14","Handgun","Teen"
6,2,1988,"6/2/1988",0,2,2,NA,"Summer","MS","High School","Yes","Dismissal","Adult","Handgun","Adult"
6,2,1988,"6/2/1988",0,2,2,NA,"Summer","MS","High School","Yes","Dismissal","Adult","Handgun","Adult"
6,2,1988,"6/2/1988",0,2,2,NA,"Summer","MS","High School","Yes","Dismissal","Adult","Handgun","Adult"
5,20,1988,"5/20/1988",1,6,7,NA,"Spring","IL","Elementary","Yes","School Start","30","Handgun","Adult"
5,20,1988,"5/20/1988",1,6,7,NA,"Spring","IL","Elementary","Yes","School Start","30","Handgun","Adult"
5,20,1988,"5/20/1988",1,6,7,NA,"Spring","IL","Elementary","Yes","School Start","30","Handgun","Adult"
5,16,1988,"5/16/1988",0,1,1,NA,"Spring","FL","Middle school","Yes","After School","14","Handgun","Teen"
5,5,1988,"5/5/1988",0,1,1,NA,"Spring","IL","High School","Yes",NA,"16","Handgun","Teen"
3,24,1988,"3/24/1988",0,0,0,NA,"Spring","TX","High School","Yes","After School","16","Other","Teen"
2,26,1988,"2/26/1988",0,1,1,NA,"Winter","RI","High School","Yes","Lunch","15","Handgun","Teen"
2,11,1988,"2/11/1988",1,2,3,"National","Winter","FL","High School","Yes","Morning Classes","15","Handgun","Teen"
2,11,1988,"2/11/1988",1,2,3,"National","Winter","FL","High School","Yes","Morning Classes","15","Handgun","Teen"
2,11,1988,"2/11/1988",1,2,3,"National","Winter","FL","High School","Yes","Morning Classes","15","Handgun","Teen"
2,11,1988,"2/11/1988",1,2,3,"National","Winter","FL","High School","Yes","Morning Classes","15","Handgun","Teen"
1,20,1988,"1/20/1988",1,0,1,NA,"Winter","LA","High School","Yes","School Start","18","Handgun","Teen"
1,8,1988,"1/8/1988",0,1,1,NA,"Winter","PA","High School","Yes","Morning Classes","15","Handgun","Teen"
1,6,1988,"1/6/1988",0,0,0,NA,"Winter","FL","High School","Yes","Morning Classes","17","Handgun","Teen"
1,5,1988,"1/5/1988",0,1,1,NA,"Winter","PA","High School","No","Sport Event","20","Handgun","Adult"
12,16,1987,"12/16/1987",0,0,0,NA,"Winter","TX","High School","Yes","Morning Classes","15","Handgun","Teen"
12,4,1987,"12/4/1987",0,1,1,NA,"Winter","NY","High School","Yes","Afternoon Classes","17","Handgun","Teen"
12,2,1987,"12/2/1987",0,0,0,NA,"Winter","FL","High School","Yes",NA,"16","Handgun","Teen"
11,30,1987,"11/30/1987",1,0,1,NA,"Fall","TX","Elementary","Yes","Dismissal","51","Handgun","Adult"
11,14,1987,"11/14/1987",0,0,0,NA,"Fall","FL","High School","No",NA,"18","Handgun","Teen"
11,4,1987,"11/4/1987",0,1,1,NA,"Fall","MI","High School","Yes","Morning Classes",NA,"Handgun",NA
10,30,1987,"10/30/1987",0,2,2,NA,"Fall","NC","Elementary","No","School Event","15","Handgun","Teen"
10,14,1987,"10/14/1987",1,0,1,NA,"Fall","IL","High School","Yes","Morning Classes","16","Handgun","Teen"
9,28,1987,"9/28/1987",0,1,1,NA,"Fall","IL","High School","Yes","Afternoon Classes","16","Handgun","Teen"
5,13,1987,"5/13/1987",0,0,0,NA,"Spring","IL","High School","Yes","Morning Classes","17","Handgun","Teen"
5,6,1987,"5/6/1987",0,0,0,NA,"Spring","FL","High School","Yes","Morning Classes","15","Handgun","Teen"
5,6,1987,"5/6/1987",0,0,0,NA,"Spring","AR","Junior High","Yes","Morning Classes","15","Handgun","Teen"
5,3,1987,"5/3/1987",0,1,1,NA,"Spring","IN","High School","No","Not a School Day","17","Handgun","Teen"
4,30,1987,"4/30/1987",1,0,1,NA,"Spring","OR","High School","Yes","Afternoon Classes","16","Handgun","Teen"
4,16,1987,"4/16/1987",1,1,2,NA,"Spring","MI","High School","Yes","Lunch","14","Handgun","Teen"
3,30,1987,"3/30/1987",0,0,0,NA,"Spring","CA","Elementary","Yes","Morning Classes","44","Handgun","Adult"
3,2,1987,"3/2/1987",1,0,1,NA,"Spring","MO","High School","Yes","Morning Classes","12","Handgun","Teen"
2,24,1987,"2/24/1987",0,1,1,NA,"Winter","NY","Other","Yes","School Start","Adult","Handgun","Adult"
2,24,1987,"2/24/1987",0,1,1,NA,"Winter","NY","Other","Yes","School Start","Adult","Handgun","Adult"
2,10,1987,"2/10/1987",0,0,0,NA,"Winter","AR","High School","Yes","Lunch","17","Rifle","Teen"
1,14,1987,"1/14/1987",0,0,0,NA,"Winter","CA","High School","Yes",NA,"18","Handgun","Teen"
10,8,1986,"10/8/1986",1,0,1,NA,"Fall","TX","High School","Yes","After School","19","Handgun","Adult"
10,3,1986,"10/3/1986",0,2,2,NA,"Fall","CA","High School","No","Sport Event","19","Handgun","Adult"
10,3,1986,"10/3/1986",0,2,2,NA,"Fall","CA","High School","No","Sport Event","18","Handgun","Teen"
10,3,1986,"10/3/1986",0,2,2,NA,"Fall","CA","High School","No","Sport Event","17","Handgun","Teen"
9,18,1986,"9/18/1986",1,0,1,NA,"Fall","CA","High School","Yes","Afternoon Classes","18","Handgun","Teen"
9,12,1986,"9/12/1986",1,0,1,NA,"Fall","CA","High School","Yes","Afternoon Classes","16","Handgun","Teen"
5,17,1986,"5/17/1986",0,1,1,NA,"Spring","TN","High School","Yes","Before School","16","Handgun","Teen"
5,15,1986,"5/15/1986",0,1,1,NA,"Spring","GA","High School","Yes",NA,"Teen","Rifle","Teen"
5,9,1986,"5/9/1986",0,3,3,NA,"Spring","NC","High School","Yes","Morning Classes","17","Handgun","Teen"
4,29,1986,"4/29/1986",1,0,1,NA,"Spring","MO","High School","Yes","Morning Classes","16","Shotgun","Teen"
4,23,1986,"4/23/1986",0,1,1,NA,"Spring","FL","Middle school","Yes","Before School","17","Handgun","Teen"
3,6,1986,"3/6/1986",0,1,1,NA,"Spring","IL","High School","Yes",NA,"14","Handgun","Teen"
2,24,1986,"2/24/1986",0,0,0,NA,"Winter","LA","Junior High","Yes",NA,"13","Handgun","Teen"
1,29,1986,"1/29/1986",1,0,1,NA,"Winter","MD","High School","Yes",NA,"14","Handgun","Teen"
1,17,1986,"1/17/1986",1,0,1,NA,"Winter","CA","Junior High","Yes","Morning Classes","14","Handgun","Teen"
1,9,1986,"1/9/1986",1,0,1,NA,"Winter","NC","High School","No","After School","17","Handgun","Teen"
12,10,1985,"12/10/1985",1,2,3,NA,"Winter","CT","Junior High","Yes","Lunch","13","Handgun","Teen"
12,9,1985,"12/9/1985",0,0,0,NA,"Winter","PA","High School","Yes","Morning Classes","22","Other","Adult"
12,3,1985,"12/3/1985",0,0,0,NA,"Winter","NH","High School","Yes","Morning Classes","16","Shotgun","Teen"
11,27,1985,"11/27/1985",0,1,1,NA,"Fall","AL","High School","Yes","Dismissal","16","Handgun","Teen"
11,26,1985,"11/26/1985",2,0,2,NA,"Fall","WA","Junior High","Yes","After School","14","Rifle","Teen"
10,22,1985,"10/22/1985",0,1,1,NA,"Fall","OH","High School","Yes","Afternoon Classes","Adult","Handgun","Adult"
10,18,1985,"10/18/1985",0,7,7,NA,"Fall","MI","High School","No","Sport Event",NA,"Shotgun",NA
10,8,1985,"10/8/1985",1,0,1,NA,"Fall","MD","High School","No","Dismissal","18","Handgun","Teen"
10,8,1985,"10/8/1985",1,0,1,NA,"Fall","MD","High School","No","Dismissal","22","Handgun","Adult"
10,8,1985,"10/8/1985",1,0,1,NA,"Fall","MD","High School","No","Dismissal","19","Handgun","Adult"
9,25,1985,"9/25/1985",0,2,2,NA,"Fall","OH","High School","Yes","Afternoon Classes","16","Handgun","Teen"
9,20,1985,"9/20/1985",0,2,2,NA,"Fall","TX","High School","Yes","Lunch","16","Handgun","Teen"
9,9,1985,"9/9/1985",0,1,1,NA,"Fall","TX","High School","Yes","After School","18","Handgun","Teen"
9,4,1985,"9/4/1985",0,1,1,"Local","Fall","VA","Middle school","No","After School","12","Handgun","Teen"
7,24,1985,"7/24/1985",0,1,1,NA,"Summer","TX","High School","Yes","Morning Classes","65","Handgun","Adult"
5,16,1985,"5/16/1985",0,0,0,NA,"Spring","FL","Junior High","Yes","Morning Classes","15","Handgun","Teen"
4,18,1985,"4/18/1985",0,1,1,"National","Spring","TN","High School","Yes","Morning Classes","18","Handgun","Teen"
4,16,1985,"4/16/1985",0,0,0,NA,"Spring","TX","High School","Yes","Dismissal","31","Handgun","Adult"
2,5,1985,"2/5/1985",0,1,1,NA,"Winter","CT","High School","Yes","Afternoon Classes","18","Handgun","Teen"
1,26,1985,"1/26/1985",0,4,4,NA,"Winter","MA","High School","No","School Event","16","Handgun","Teen"
1,21,1985,"1/21/1985",1,3,4,NA,"Winter","KS","Junior High","Yes","Morning Classes","14","Handgun","Teen"
1,21,1985,"1/21/1985",1,3,4,NA,"Winter","KS","Junior High","Yes","Morning Classes","14","Rifle","Teen"
1,18,1985,"1/18/1985",0,0,0,NA,"Winter","TX","High School","Yes",NA,"17","Shotgun","Teen"
11,26,1984,"11/26/1984",0,1,1,NA,"Fall","MD","High School","Yes","Lunch","16","Handgun","Teen"
11,9,1984,"11/9/1984",0,1,1,NA,"Fall","CT","High School","Yes","School Start","16","Handgun","Teen"
10,31,1984,"10/31/1984",1,0,1,NA,"Fall","LA","High School","Yes","Before School","16","Handgun","Teen"
10,30,1984,"10/30/1984",0,2,2,NA,"Fall","SC","High School","Yes","Lunch","21","Handgun","Adult"
10,24,1984,"10/24/1984",1,0,1,"Local","Fall","OH","Elementary","No","Before School","45","Handgun","Adult"
10,24,1984,"10/24/1984",0,1,1,NA,"Fall","MI","High School","Yes","Morning Classes","17","Handgun","Teen"
10,22,1984,"10/22/1984",0,2,2,NA,"Fall","MI","High School","Yes","Afternoon Classes","16","Handgun","Teen"
10,21,1984,"10/21/1984",0,1,1,NA,"Fall","PA","High School","No","Sport Event",NA,"Other",NA
9,28,1984,"9/28/1984",0,1,1,NA,"Fall","TX","Elementary","Yes","Before School",NA,"Rifle",NA
8,31,1984,"8/31/1984",0,1,1,NA,"Summer","LA","High School","No","Sport Event",NA,"Handgun",NA
5,22,1984,"5/22/1984",0,1,1,NA,"Spring","OH","High School","Yes",NA,"18","Handgun","Teen"
5,18,1984,"5/18/1984",0,12,12,NA,"Spring","CA","High School","Yes","Morning Classes","17","Shotgun","Teen"
5,17,1984,"5/17/1984",0,1,1,NA,"Spring","TX","High School","Yes","Morning Classes","18","Handgun","Teen"
5,17,1984,"5/17/1984",1,0,1,NA,"Spring","IA","High School","Yes","Morning Classes","17","Handgun","Teen"
5,15,1984,"5/15/1984",0,0,0,NA,"Spring","MT","High School","Yes","After School","18","Rifle","Teen"
4,26,1984,"4/26/1984",0,0,0,NA,"Spring","NC","Elementary","Yes",NA,"11","Handgun","Child"
4,20,1984,"4/20/1984",1,0,1,NA,"Spring","MI","K-12th","Yes",NA,"13","Handgun","Teen"
4,5,1984,"4/5/1984",0,1,1,NA,"Spring","LA","High School","Yes",NA,"17","Handgun","Teen"
2,24,1984,"2/24/1984",2,8,10,NA,"Winter","CA","Elementary","Yes","After School","28","Rifle","Adult"
2,24,1984,"2/24/1984",2,8,10,NA,"Winter","CA","Elementary","Yes","After School","28","Shotgun","Adult"
2,24,1984,"2/24/1984",2,8,10,NA,"Winter","CA","Elementary","Yes","After School","28","Shotgun","Adult"
2,21,1984,"2/21/1984",0,1,1,NA,"Winter","TX","High School","Yes","Lunch","16","Handgun","Teen"
2,6,1984,"2/6/1984",0,1,1,NA,"Winter","KY","High School","Yes","Lunch","16","Handgun","Teen"
1,5,1984,"1/5/1984",0,1,1,NA,"Winter","MD","High School","No","After School",NA,"Handgun",NA
12,16,1983,"12/16/1983",0,1,1,NA,"Winter","IL","High School","Yes","Morning Classes","15","Handgun","Teen"
12,2,1983,"12/2/1983",0,1,1,NA,"Winter","IN","High School","Yes","Lunch","17","Handgun","Teen"
11,18,1983,"11/18/1983",1,0,1,NA,"Fall","MD","Junior High","Yes","Afternoon Classes","17","Handgun","Teen"
11,17,1983,"11/17/1983",1,1,2,NA,"Fall","IL","Elementary","Yes","After School","14","Handgun","Teen"
11,8,1983,"11/8/1983",1,0,1,NA,"Fall","MI","High School","Yes","Before School","15","Handgun","Teen"
10,22,1983,"10/22/1983",1,0,1,NA,"Fall","MD","High School","No","School Event","18","Other","Teen"
